id,name,beef_type,egg_type,coffee_type,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
24641,"POTATOES, SAUTEES OR STEWED",False,False,False,,2,2,1900,1901,0.1,0.15
99613,GENUINE GRUYERE CREAM CHEESE,False,False,False,,2,2,1900,1900,0.35,0.35
58304,SHRIMP RICE CURRY,False,False,False,,1,1,1900,1900,0,0
218219,ARTICHOKES OLIVE OIL,False,False,False,,1,1,1973,1973,0,0
276746,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",False,False,False,,1,1,1959,1959,0,0
418808,CAFE FRAPPE AU KIRSCHE,False,False,False,,1,1,1918,1918,0.35,0.35
253651,"WALDORF SALAD, GARNI",False,False,False,,1,1,1987,1987,0,0
406024,TURKEY CROQUETTES AND CREAM SAUCE,False,False,False,,1,1,1917,1917,0.2,0.2
486757,"TENDERLOIN STEAK, WITH TRUFFLES",False,False,False,,1,1,1913,1913,2,2
442863,"ANHEUSER BUSH, BUDWEISER",False,False,False,,1,1,1914,1914,0.2,0.2
142807,ESCALOPINE OF VEAL AU MARSALA,False,False,False,,2,2,1955,1961,0,0
147942,BAKED-STUFFED MT TROUT FROM THE COLD GLACIER WATERS OF COLORADO,False,False,False,,1,1,1969,1969,3.75,3.75
311980,BEEF TAMALE,True,False,False,,3,3,1937,1948,0.3,0.5
110739,POMMES PERSILLADES,False,False,False,,1,1,1890,1890,0,0
276837,BLUEFORT CHEESE AND CRACKERS,False,False,False,,1,1,1954,1954,0,0
206406,OYSTERS: CREAM BROIL,False,False,False,,2,2,1901,1907,0.5,0.5
316424,SLICED CALAVO AVOCADO CRAB OR SHRIMP SALAD,False,False,False,,1,1,1948,1948,1.75,1.75
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",False,False,False,,2,2,1901,1901,0.3,6.5
507407,"REUBEN'S SPECIAL TURKEY, ROAST VIRGINIA HAM, SWISS CHEESE, COLE SLAW, RUSSIAN DRESSING",False,False,False,,0,0,0,0,0,0
341848,SLICE ROAST,False,False,False,,1,1,1935,1935,0,0
283031,"BROILED CALF'S LIVER WITH BACON OR ONIONS, MASHED POTATOES",False,False,False,,1,1,1954,1954,0,0
51543,"ICE CREAM AND ICES, COFFEE",False,False,True,,1,1,1900,1900,0.2,0.2
51629,SHREDDED WHEAT BISCUIT WITH CREAM,False,False,False,,11,11,1900,1943,0,0
409469,BACON WITH EGGS,False,False,False,,1,1,1939,1939,,
293116,"FUSILLI, FUNGHI SALSA",False,False,False,,1,1,1963,1963,0,0
294579,OATMEAL WITH HALF AND HALF CREAM,False,False,False,,1,1,1953,1953,0,0
118554,SCHOLLE AUF MULLER ART,False,False,False,,1,1,1906,1906,0,0
494938,ŒUFS CARLTON,False,False,False,,1,1,1961,1961,,
197869,"SALAD, BRAZILIENNE",False,False,False,,1,1,1907,1907,0.5,0.5
380772,"CRAB GUMBO, CREOLE",False,False,False,,3,3,1914,1916,0.15,0.3
269127,ROAST BEEF MUSHROOM SAUCE FRENCH FRIED POTATOES,True,False,False,,1,1,1900,1900,0,0
158616,"SAUMON GRILLE, BEURRE MAITRE D'HOTEL",False,False,False,,1,1,0,0,0,0
339716,YORKSHIRE HAM STEAK,False,False,False,,1,1,1937,1937,0,0
165665,"HØNSEKOD, ASPARGES, CHAMPIGNONS, AGURK I MAYONNAISE",False,False,False,,1,1,0,0,0,0
88324,"ASPARAGUS, TIPS IN CREAM",False,False,False,,1,1,1906,1906,0.4,0.4
466861,BAKED OYSTERS IN SHELL,False,False,False,,1,1,1917,1917,0.5,0.5
310385,"SLOE GIN FIZZ, IMP",False,False,False,,1,1,1947,1947,0.75,0.75
317235,GARVEY'S,False,False,False,,1,1,1948,1948,0.75,0.75
252881,GRILLED FRESH CALF LIVER WITH BACON,False,False,False,,1,1,1957,1957,0,0
436282,MOET CHANDON FRAPPE,False,False,False,,1,1,1888,1888,,
99201,"SHERRY, DUFF, GORDON & CO",False,False,False,,1,1,1905,1905,0.75,1.5
195279,NEW-LAID EGGS,False,False,False,,7,7,1910,1910,0,0
196100,"LEG OF PORK, BEAN SALAD",False,False,False,,1,1,1910,1910,0,0
113553,COLD CAPON WITH SMITHFIELD HAM,False,False,False,,1,1,1905,1905,0,0
498274,POMMES SAUTÉES,False,False,False,,1,1,1913,1913,0.5,0.5
458876,"CH DILLON, N JOHNSTON",False,False,False,,1,1,0,0,0,0
282334,"BEEF PEPPER STEAK SERVED WITH VEGETABLE, SALAD, ROLL, AND CHOICE OF POTATO OR RICE",True,False,False,,1,1,1988,1988,3.75,3.75
102360,DAWSON'S,False,False,False,,1,1,1900,1900,1.5,1.5
307203,ROLET ROAST A LA CRIOLLA,False,False,False,,1,1,1944,1944,0.7,0.7
347572,"MARTINI COCKTAIL - GINE, FRENCH VERMOUTH, OLIVE",False,False,False,,1,1,1950,1950,0,0
451690,MONDAINE,False,False,False,,2,1,1914,1914,0.5,0.5
392843,"OYSTERS HALF SHELL, CAPE CODS",False,False,False,,2,2,1917,1918,0.3,0.3
317897,SANTA CLARA CABERNET,False,False,False,,1,1,1949,1949,0,0
443029,NEW POTATOES WOTH PARSLEY,False,False,False,,1,1,1916,1916,,
118531,TIMBALES DE FOIE-GRAS A LA PERIGORD,False,False,False,,1,1,1901,1901,0,0
44093,GREER'S SCTOCH WHISKEY,False,False,False,,1,1,1900,1900,1.5,1.5
358124,AYALA BRUT CHAMPAGNE,False,False,False,,1,1,1906,1906,0,0
109002,SARDINES AND EGGS,False,False,False,,1,1,1907,1907,0.3,0.3
200267,BRAISED LEG OF MUTTON,False,False,False,,2,2,1910,1910,0,0
342575,"COFFEE, PER POT OR CUP",False,False,True,,1,1,1901,1901,0,0
139437,FRECCIAROSSA,False,False,False,,5,5,1939,1958,0,5
489930,"OLD SEAL BRANDY, PONY",False,False,False,,1,1,1913,1913,5,25
1821,EXTRA FILET STEAK,False,False,False,,2,2,1900,1900,1,1
93212,"TRIPE IN CREAM WITH ONIONS, SHANLEY",False,False,False,,1,1,1900,1900,0.5,0.5
77130,FILETS DE BASSE RAYEE CARDINAL,False,False,False,,1,1,1906,1906,1,1
27792,MUTTON CHOPS [SPECIAL],False,False,False,,1,1,1900,1900,0.4,0.4
83230,VERMOUTH NOILLY PRAT OU TURIN,False,False,False,,1,1,1900,1900,0,0
133584,SELECTED DELICACIES FROM VARIOUS COUNTRIES,False,False,False,,1,1,1969,1969,0,0
335783,MILK PUNCH WITH EGG MIXED DRINK,False,True,False,,1,1,1941,1941,0,0
281411,"2 EGGS, ANY STYLE, SERVED WITH HASHBROWNS & HOT BUTTERED TOAST",False,False,False,,1,1,1988,1988,2.5,2.5
84787,HOT CORN MEAL MUSH AND MILK,False,False,False,,1,1,1899,1899,0,0
426958,"YOKAN, SWEET JAPANESE CONFECTIONS",False,False,False,,1,1,1985,1985,2.5,2.5
89407,"GREEN TURTLE, AUX COGNAC",False,False,False,,1,1,1899,1899,0,0
9474,"PLANKED BLUEFISH, MAITRE D'HOTEL",False,False,False,,3,3,1900,1901,,
240527,GRAPE FRUIT YOGHURT-MISCHGETRANKE,False,False,False,,1,1,1958,1958,0,0
176270,POMMES DE TERRE BRABANT,False,False,False,,2,2,1967,1969,0.8,0.8
149858,"ATLANTIC SWORDFISH STEAK CENTER CUT, CORIANDER BUTTER SAUCE",False,False,False,,1,1,1987,1987,17,17
232381,CHATEAU COULET 1961,False,False,False,,1,1,1967,1967,0,0
222074,"CHICKEN SAUTE CHASSEUR, WHITE WINE SAUCE, PARSLTY POTATO AND GREEN PEAS",False,False,False,,1,1,1966,1966,2.5,2.5
493727,"COUNTRY SAUSAGES, FRIED BANANAS",False,False,False,,0,0,0,0,0,0
474767,CANNETON GRILLE,False,False,False,,1,1,1912,1912,1.5,3
199800,GALANTINE DE VOLAILLE EN BELLE-VUE,False,False,False,,1,1,1910,1910,0,0
342720,NOISETTES DE PRE-SALE ARAGO,False,False,False,,1,1,1935,1935,0,0
307106,KEY WEST TURTLE SOUP,False,False,False,,3,3,1944,1948,0,0
456489,"EGGS, SCRAMBLED WITH TOMATO",False,False,False,,2,2,0,0,0,0
7250,"RENAULT BRANDY, 50 YEARS OLD",False,False,False,,5,5,1900,1900,6,6
146030,"TOURNEDOS, SCE, BEARNAISE",False,False,False,,1,1,0,0,0,0
176321,"VERMOUTH, FRANZ",False,False,False,,1,1,0,0,0,0
204426,KLONDIKE SORBET,False,False,False,,1,1,1910,1910,0,0
185351,BANANA CREAM PIE,False,False,False,,25,28,1939,1989,0.15,2.75
491518,SALADE DE BETTERAVE,False,False,False,,1,1,1962,1962,0,0
238136,GEM EIS MIT SAHNE,False,False,False,,2,2,1955,1958,0,0
368872,FINE CALIFORNIA WINE,False,False,False,,1,1,1948,1948,0,0
149809,"BRAUNES WURZFLIESCH MIT SPIEGELEI, SALZKARTOFFELN",False,False,False,,1,1,1958,1958,0,0
99653,FROGS' LEGS AND CHIVES,False,False,False,,1,1,1906,1906,1.25,1.25
108641,"MOSELBLUEMCHEN, SAARBACH & CO",False,False,False,,1,1,1900,1900,2,2
138730,SUNOMONO,False,False,False,,1,1,0,0,0.85,0.85
346186,EISBEIN MIT ERBSENBREI UND SAUERKOHL,False,False,False,,1,1,1935,1935,0,0
401018,"COLD LOBSTER, MAYONNAISE SAUCE, HALF",False,False,False,,1,1,1917,1917,0.8,0.8
246603,"MATJESFILET IN SAHNE MIT APFEL, ZWIEBEL, BUTTER UND KARTOFFELN",False,False,False,,1,1,1957,1957,0,0
337707,HOT WAGON SERVICE,False,False,False,,1,1,1937,1937,0,0
19565,BANANES A L'AIGRE-DOUX,False,False,False,,3,3,1906,1907,0.3,0.3
155223,KALBLEBERKUCHEN IN KREBSSAUCE MIT KALIFORNISCHEM SPARGEL,False,False,False,,1,1,0,0,0,0
261894,BEEF BOURGUIGNONNE - CUBES OF BEEF PREPARED WITH ONIONS AND BURGUNDY WINE,True,False,False,,1,1,1977,1977,0,0
438853,ALLEN'S WILD CAT,False,False,False,,1,1,1914,1914,,
78287,ROAST LEG OF MUTTON CURRANT JELLY,False,False,False,,3,3,1900,1917,0.35,0.35
453450,CALF'S FOOT À LA WINDSOR,False,False,False,,2,2,1900,1900,0.25,0.4
115684,FILET OF SOLE FRIED OR VIN BLANC,False,False,False,,1,1,1905,1905,0.6,0.6
49103,BOILED SMOKED OX-TONGUE,False,False,False,,1,1,1900,1900,0,0
6683,CUT ORANGES,False,False,False,,4,4,1900,1900,0,0
66536,TIMBALES DE RIZ A LA MILANAISE,False,False,False,,1,1,1885,1885,0,0
476414,FRENCH VANILLA [ICE CREAM] IN GLASS,False,False,False,,3,3,1918,1918,0.25,0.25
486047,"COUNTRY SAUSAGES, FRIED EGG AND BROILED BACON",False,True,False,,1,1,1913,1913,0.3,0.3
215727,PERSKE EN ROOMYS,False,False,False,,1,1,1973,1973,0,0
443452,PERRIER,False,False,False,,3,3,1914,1933,0.15,0.6
97922,SWEETBREAD WITH SPINACH,False,False,False,,1,1,1884,1884,0.8,0.8
353150,ASSORTIMENTS DE FRIANDISES,False,False,False,,1,1,1932,1932,0,0
392186,FRESH CORN WITH PAPRIKA,False,False,False,,6,6,1917,1917,0.3,0.3
355311,BISCUIT GLACE MCALPIN,False,False,False,,2,2,1933,1933,0,0
20365,"THEE, KAFFEE, HAFERCACAO",False,False,False,,1,1,1900,1900,0,0
184225,BREAD AND BUTTER: WHITE,False,False,False,,2,2,1938,1938,0.15,0.15
509112,BORDEAUX ROUGE: SAUTERNES CLOS MERCIER 1966,False,False,False,,1,1,1971,1971,0,0
344502,MACEDOINE DE FRUITS AU MARASQUIN,False,False,False,,1,1,1935,1935,0,0
430901,"CANADIAN CLUB WHISKEY, GLASS, BOT",False,False,False,,1,1,1914,1914,0.15,1.5
314543,"BROILED PORK CHOPS, APPLE SAUCE, VEGETABLE, POTATO",False,False,False,,1,1,1948,1948,1.75,1.75
89220,KALBS-ROULADE,False,False,False,,1,1,1901,1901,0,0
476757,"LOBSTER SALAD, CHICKEN",False,False,False,,1,1,1943,1943,1.5,1.5
384488,LARDED SIRLOIN OF BEEF,True,False,False,,1,1,1918,1918,,
455520,CREAM FRESH TOMATOES SOUP WITH TAPIOCA,False,False,False,,1,1,0,0,0,0
297102,"FRESH FRUIT SALAD, COUNTRY COTTAGE CHEESE, SOUR CREAM SALAD DRESSING",False,False,False,,1,1,1955,1955,1.95,1.95
150496,VEAL FILLETS WITH FRESH GRAPES IN MUSHROOM AND CREAM SAUCE (VITELLO 'WHITE ELEPHANT'),False,False,False,,1,1,1972,1972,0,0
71459,L ROEDERER BRUT,False,False,False,,2,2,1905,1905,2,4
397136,POUSSIN,False,False,False,,1,1,1917,1917,1.6,1.6
170007,FOIE DE CANARD FRAIS AUX RAISINS,False,False,False,,1,1,1970,1970,0,0
1037,CAVIAR ON TOAST,False,False,False,,135,138,1890,1940,0,35
512068,GEFÜLLTES MELONENSCHIFFCHEN MIT SHRIMPS UND KÄSEWÜRFELN,False,False,False,,1,1,0,0,0,0
10679,"BAKED FRESH MACKEREL, CREOLE",False,False,False,,3,3,1900,1901,0.25,0.6
96287,BOWL OF COLD RICE AND MILK,False,False,False,,1,1,1900,1900,0.1,0.1
475835,SLICED LONDON BROIL AU JUS,False,False,False,,1,1,1998,1998,11.99,11.99
122628,HARPER WHISKEY,False,False,False,,1,1,1897,1897,0,0
311431,"FRESH SELECT FISH, DU JOUR",False,False,False,,4,4,1943,1946,0,0
189312,PEA PODS WITH WATER CHESNUTS AND PORK,False,False,False,,1,1,0,0,0,0
56190,AND COLD DISHES,False,False,False,,1,1,1901,1901,,
511737,"CHILD'S PLATE TACO, TOSTADA, OR TAMALE, WITH BEANS OR POSOLE, BEVERAGE 250",False,False,False,,1,0,1987,1987,2.5,2.5
172711,"KALBSSCHNITZEL MIT BRAUNEM KNOBLAUCH, TOMATENNUDELN UND SALAT - ESCALOPE DE VEAU GOUSSE D'AIL AVEC NOUILLES AUX HERBES ET SALADE - EXCALOPE OF VEAL WITH GARLIC, NOODLES WITH HERBS AND SALAD",False,False,False,,1,1,1987,1987,0,0
388844,"OXFORD CLUB, DRY",False,False,False,,4,4,1917,1918,0.3,2.5
291963,OX-TONGUE MIKADO,False,False,False,,1,1,1963,1963,0,0
203577,BAYERISCHE CREME,False,False,False,,1,1,1910,1910,0,0
217494,"SADDLE OF BABY LAMB SARDALAISE, JELLY OR MINT SAUCE",False,False,False,,1,1,1973,1973,0,0
183272,CHRISTMAS FRUIT CAKE,False,False,False,,5,5,1955,1963,0,0
349996,"VEAL CUTLET SMOTHERED WITH PAPRIKA, HUNGARIAN STYLE, SPATZELIS IN BROWN BUTTER",False,False,False,,1,1,1933,1933,1,1
117529,"ROAST FANCY CAPON, CELERY DRESSING, COMPOTE",False,False,False,,1,1,1907,1907,0,0
452933,SQUAB CASSEROLE,False,False,False,,1,1,0,0,0,0
465817,"FRIED FILET OF ENGLISH SOLE, SAUCE VERTE, JULIENNE POTATOES",False,False,False,,1,1,1917,1917,0.35,0.35
264903,SALADE MONEGASQUE,False,False,False,,1,1,1964,1964,0,0
407602,"ROAST SPRING LAMB, MINT SAUCE (READY)",False,False,False,,1,1,1917,1917,0.9,0.9
466530,SCOTCH HIGHBALLS,False,False,False,,1,1,1912,1912,0.15,0.15
369653,CONSUMME (LIQUIDE OR JELLY) OKRA,False,False,False,,1,1,1933,1933,0,0
280767,"FISH CAKES, WITH ONE FRIED EGG, AND COFFEE, TEA OR COCOA",False,True,True,,1,1,1900,1900,0.25,0.25
235215,"KARTOFFELN, GEBACKENE",False,False,False,,2,2,1929,1969,0,0
367188,"VOL AU VENT OF CHICKEN, FRESH STRING BEANS, STRAW POTATOES, CHOICE OF SALAD OR DESSERT, COFFEE OR TEA",False,False,True,,1,1,1933,1933,0,0
296930,COUPES: FAVORITE,False,False,False,,1,1,1955,1955,0.5,0.5
292734,"ORIG UNG GOULASCH, DILLGURKE, KOPFSALAT",False,False,False,,1,1,1958,1958,0,0
116691,OMELETTE WITH SAUSAGE,False,False,False,,1,1,1901,1901,0,0
445997,CREAM OF TOMATOES [SOUP],False,False,False,,1,1,1917,1917,0.25,0.25
189960,FRIED RICE WITH PORK,False,False,False,,2,2,0,0,3.95,3.95
492738,"EGG, TETRAZINI",False,True,False,,1,1,1913,1913,0.3,0.3
252193,"PINOT CHARDONNAY LES CHARMES, 1983",False,False,False,,1,1,1985,1985,0,0
103083,JULIENUE,False,False,False,,1,1,1900,1900,0.1,0.1
477034,POMMES DE TERRE PARISIENNES,False,False,False,,5,5,1913,1913,,
411430,AFRICAN ICE,False,False,False,,1,1,1917,1917,0.5,0.5
144665,SAUMON BOUILLI,False,False,False,,1,1,0,0,0,0
275445,CLARET ORANGEADE,False,False,False,,5,5,1944,1961,0.35,0.95
151584,BOURBON WHISKY FOUR ROSES 4 CL,False,False,False,,1,1,1966,1966,0,0
481361,"STUFFED TURKEY, CRANBERRY SAUCE",False,False,False,,1,1,0,0,0,0
184063,BAKED IN JACKET POTATO AND TOSSED GREEN GROCERS SALAD,False,False,False,,1,1,0,0,0,0
7722,"FRIED SCALLOPS, TOMATO SAUCE",False,False,False,,10,10,1900,1910,0.35,0.6
134389,HELDERE SCHILDPADSOEP,False,False,False,,1,1,0,0,0,0
311757,"UNJOINTED FRIED HALF SPRING CHICKEN ON TOAST, COUNTRY GRAVY",False,False,False,,1,1,1946,1946,0,0
311889,COLORADO SNOW WATER RAINBOW TROUT SAUTE MEUNIERE,False,False,False,,1,1,1946,1946,0,0
161514,JOHANNISBEERSAFT,False,False,False,,8,8,1955,1988,0,0
500911,"LAMB CHOP, CARDINALICE",False,False,False,,1,1,1913,1913,0.65,0.65
225620,GEBACKENE EIER AMERICAINE MIT GEGRILLTEM SPECK,False,False,False,,1,0,1965,1965,0,0
255653,MARYLAND SHAD ROE,False,False,False,,1,1,1962,1962,2.75,2.75
284948,"1952 ZELTINGER HIMMELREICH, SPATLESE, NATURREIN, WACHSTUM BERNHARD SCHEER, ORIGINALKELLERABZUG, KORKBRAND",False,False,False,,1,1,1954,1954,0,0
361694,"STEAMED CLAMS, DRAWN BUTTER, PICKLED CABBAGE, SALTINES, CLAM BROTH",False,False,False,,1,1,1941,1941,0,0
383035,"WEHLENER ROSENBERG, 1907, 1/2 BOTTLE, BOTTLE",False,False,False,,1,1,1916,1916,0.8,1.5
420546,FRESH MUSHROOMS SAUTE,False,False,False,,1,1,1918,1918,0.65,0.65
499315,BROILED OR FRIED GREEN BLUEFISH,False,False,False,,1,1,1913,1913,0.25,0.25
484160,OMELETTE KÖNIGIN-ART,False,False,False,,1,1,0,0,0,0
290401,TRENETTE WITH TOMATO SAUCE,False,False,False,,1,1,1963,1963,0,0
83430,FINNAN HADDIE OR STRIPED BASS,False,False,False,,1,1,1905,1905,0.5,0.5
160969,"SCHILDKROTENSUPPE ECHT, LACROIX",False,False,False,,1,1,0,0,0,0
154231,FIGUES MATIGNON,False,False,False,,1,1,0,0,0,0
336147,LE WATER MELON FRAPPE,False,False,False,,1,1,1937,1937,0,0
503063,"HALF COLD LOBSTER, SLICED TOMATOES",False,False,False,,1,1,1913,1913,0.4,0.4
306163,"LE COQ DE CHOIX A LA CREME ET AU FOIE GRAS, FLAMBE AU COGNAC",False,False,False,,1,1,1944,1944,4,4
341463,TESTA DI MORO,False,False,False,,1,1,1980,1980,0,0
501864,"CANARD MALLARD, ROTI,",False,False,False,,1,1,1916,1916,,
110488,HEPTOL SPLITS,False,False,False,,1,1,1907,1907,0.15,0.15
378372,WAX BEANS,False,False,False,,4,4,1915,1919,0.3,0.3
366530,"BOILED GASPE SALMON, SAUCE FLEURETTE",False,False,False,,1,1,1927,1927,0,0
445322,BACON AND EGGS (BEECHNUT),False,False,False,,17,17,1913,1914,0.25,0.35
355492,ROMAINE AND PINEAPPLE SALAD,False,False,False,,23,25,1912,1933,0.4,0.4
455025,CHERKINS,False,False,False,,1,0,0,0,0,0
453202,CREME DU NORD,False,False,False,,1,1,0,0,0,0
